STATE NAME,DISTRICT NAME,SUB-DISTRICT NAME
Uttar Pradesh,Kanpur Nagar,Bilhaur
Uttar Pradesh,Kanpur Nagar,Kanpur
Uttar Pradesh,Kanpur Nagar,Ghatampur
Uttar Pradesh,Jalaun,Jalaun
Uttar Pradesh,Jalaun,Madhogarh
Uttar Pradesh,Jalaun,Jalaun
Uttar Pradesh,Jalaun,Kalpi
Uttar Pradesh,Jalaun,Orai
Uttar Pradesh,Jalaun,Konch
Uttar Pradesh,Jhansi,Jhansi
Uttar Pradesh,Jhansi,Moth
Uttar Pradesh,Jhansi,Garautha
Uttar Pradesh,Jhansi,Tahrauli
Uttar Pradesh,Jhansi,Mauranipur
Uttar Pradesh,Lalitpur,Lalitpur
Uttar Pradesh,Lalitpur,Talbeha
Uttar Pradesh,Lalitpur,Lalitpur
Uttar Pradesh,Lalitpur,Mahroni
Uttar Pradesh,Hamirpur,Hamirpur
Uttar Pradesh,Hamirpur,Rath
Uttar Pradesh,Hamirpur,Sarila
Uttar Pradesh,Hamirpur,Maudaha
Uttar Pradesh,Mahoba,Mahoba
Uttar Pradesh,Mahoba,Kulpahar
Uttar Pradesh,Mahoba,Charkhari
Uttar Pradesh,Mahoba,Mahoba
Uttar Pradesh,Banda,Banda
Uttar Pradesh,Banda,Baberu
Uttar Pradesh,Banda,Atarra
Uttar Pradesh,Banda,Naraini
Uttar Pradesh,Chitrakoot,Chitrakoo
Uttar Pradesh,Chitrakoot,Karwi
Uttar Pradesh,Chitrakoot,Mau
Uttar Pradesh,Fatehpur,Fatehpur
Uttar Pradesh,Fatehpur,Bindki
Uttar Pradesh,Fatehpur,Khaga
Uttar Pradesh,Pratapgarh,Pratapgarh
Uttar Pradesh,Pratapgarh,Lalganj
Uttar Pradesh,Pratapgarh,Kunda
Uttar Pradesh,Pratapgarh,Patti
Uttar Pradesh,Pratapgarh,Raniganj
Uttar Pradesh,Kaushambi,Kaushambi
Uttar Pradesh,Kaushambi,Sirathu
Uttar Pradesh,Kaushambi,Manjhanpur
Uttar Pradesh,Kaushambi,Chail
Uttar Pradesh,Allahabad,Allahabad
Uttar Pradesh,Allahabad,Soraon
Uttar Pradesh,Allahabad,Phulpur
Uttar Pradesh,Allahabad,Allahabad
Uttar Pradesh,Allahabad,Bara
Uttar Pradesh,Allahabad,Karchhana
Uttar Pradesh,Allahabad,Handia
Uttar Pradesh,Allahabad,Meja
Uttar Pradesh,Allahabad,Koraon
Uttar Pradesh,Bara Banki,Bara Banki
Uttar Pradesh,Bara Banki,Fatehpur
Uttar Pradesh,Bara Banki,Ramnagar
Uttar Pradesh,Bara Banki,Nawabganj
Uttar Pradesh,Bara Banki,Sirauli Gauspur
Uttar Pradesh,Bara Banki,Ramsanehigha
Uttar Pradesh,Bara Banki,Haidergarh
Uttar Pradesh,Faizabad,Faizabad
Uttar Pradesh,Faizabad,Rudauli
Uttar Pradesh,Faizabad,Milkipur
Uttar Pradesh,Faizabad,Sohawal
Uttar Pradesh,Faizabad,Bikapur
Uttar Pradesh,Ambedkar Nagar,Ambedkar Nagar
Uttar Pradesh,Ambedkar Nagar,Tanda
Uttar Pradesh,Ambedkar Nagar,Allapur
Uttar Pradesh,Ambedkar Nagar,Jalalpur
Uttar Pradesh,Ambedkar Nagar,Akbarpur
Uttar Pradesh,Ambedkar Nagar,Bhiti
Uttar Pradesh,Sultanpur,Sultanpur
Uttar Pradesh,Sultanpur,Musafirkhana
Uttar Pradesh,Sultanpur,Gauriganj
Uttar Pradesh,Sultanpur,Amethi
Uttar Pradesh,Sultanpur,Jaisinghpur
Uttar Pradesh,Sultanpur,Lambhua
Uttar Pradesh,Sultanpur,Kadipur
Uttar Pradesh,Bahraich,Bahraich
Uttar Pradesh,Bahraich,Nanpara
Uttar Pradesh,Bahraich,Mahasi
Uttar Pradesh,Bahraich,Kaiserganj
Uttar Pradesh,Shrawasti,Shrawasti
Uttar Pradesh,Shrawasti,Bhinga
Uttar Pradesh,Shrawasti,Ikauna
Uttar Pradesh,Balrampur,Balrampur
Uttar Pradesh,Balrampur,Tulsipur
Uttar Pradesh,Balrampur,Utraula
Uttar Pradesh,Gonda,Gonda
Uttar Pradesh,Gonda,Gonda
Uttar Pradesh,Gonda,Colonelganj
Uttar Pradesh,Gonda,Tarabganj
Uttar Pradesh,Gonda,Mankapur
Uttar Pradesh,Siddharthnagar,Siddharthnagar
Uttar Pradesh,Siddharthnagar,Shohratgarh
Uttar Pradesh,Siddharthnagar,Naugarh
Uttar Pradesh,Siddharthnagar,Bansi
Uttar Pradesh,Siddharthnagar,Itwa
Uttar Pradesh,Siddharthnagar,Domariyaganj
Uttar Pradesh,Basti,Basti
Uttar Pradesh,Basti,Bhanpur
Uttar Pradesh,Basti,Harraiya
Uttar Pradesh,Basti,Rudhauli
Uttar Pradesh,Sant Kabir Nagar,Sant Kabir Nagar
Uttar Pradesh,Sant Kabir Nagar,Mehdawal
Uttar Pradesh,Sant Kabir Nagar,Khalilabad
Uttar Pradesh,Sant Kabir Nagar,Ghanghata
Uttar Pradesh,Mahrajganj,Mahrajganj
Uttar Pradesh,Mahrajganj,Nautanwa
Uttar Pradesh,Mahrajganj,Nichlaul
Uttar Pradesh,Mahrajganj,Pharenda
Uttar Pradesh,Mahrajganj,Maharajganj
Uttar Pradesh,Gorakhpur,Gorakhpur
Uttar Pradesh,Gorakhpur,Campierganj
Uttar Pradesh,Gorakhpur,Sahjanwa
Uttar Pradesh,Gorakhpur,Chauri Chaura
Uttar Pradesh,Gorakhpur,Bansgaon
Uttar Pradesh,Gorakhpur,Khajni
Uttar Pradesh,Gorakhpur,Gola
Uttar Pradesh,Kushinagar,Kushinagar
Uttar Pradesh,Kushinagar,Padrauna
Uttar Pradesh,Kushinagar,Hata
Uttar Pradesh,Kushinagar,Kasya
Uttar Pradesh,Kushinagar,Tamkuhi Raj
Uttar Pradesh,Deoria,Deoria
Uttar Pradesh,Deoria,Rudrapur
Uttar Pradesh,Deoria,Barhaj
Uttar Pradesh,Deoria,Salempur
Uttar Pradesh,Deoria,Bhatpar Rani
Uttar Pradesh,Azamgarh,Azamgarh
Uttar Pradesh,Azamgarh,Burhanpur
Uttar Pradesh,Azamgarh,Sagri
Uttar Pradesh,Azamgarh,Azamgarh
Uttar Pradesh,Azamgarh,Nizamabad
Uttar Pradesh,Azamgarh,Phulpur
Uttar Pradesh,Azamgarh,Lalganj
Uttar Pradesh,Azamgarh,Mehnagar
Uttar Pradesh,Mau,Mau
Uttar Pradesh,Mau,Ghosi
Uttar Pradesh,Mau,Madhuban
Uttar Pradesh,Mau,Maunath Bhanjan
Uttar Pradesh,Mau,Muhammadabad Gohna
Uttar Pradesh,Ballia,Ballia
Uttar Pradesh,Ballia,Belthara Road
Uttar Pradesh,Ballia,Sikanderpur
Uttar Pradesh,Ballia,Rasra
Uttar Pradesh,Ballia,Bansdih
Uttar Pradesh,Ballia,Bairia
Uttar Pradesh,Jaunpur,Jaunpur
Uttar Pradesh,Jaunpur,Shahganj
Uttar Pradesh,Jaunpur,Badlapur
Uttar Pradesh,Jaunpur,Machhlishahr
Uttar Pradesh,Jaunpur,Jaunpur
Uttar Pradesh,Jaunpur,Mariahu
Uttar Pradesh,Jaunpur,Keraka
Uttar Pradesh,Ghazipur,Ghazipur
Uttar Pradesh,Ghazipur,Jakhania
Uttar Pradesh,Ghazipur,Saidpur
Uttar Pradesh,Ghazipur,Mohammadabad
Uttar Pradesh,Ghazipur,Zamania
Uttar Pradesh,Chandauli,Chandauli
Uttar Pradesh,Chandauli,Sakaldiha
Uttar Pradesh,Chandauli,Chakia
Uttar Pradesh,Varanasi,Varanasi
Uttar Pradesh,Varanasi,Pindra
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),Sant Ravidas Nagar (Bhadohi
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),Bhadohi
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),Gyanpur
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),Aurai
Uttar Pradesh,Mirzapur,Mirzapur
Uttar Pradesh,Mirzapur,Lalganj
Uttar Pradesh,Mirzapur,Marihan
Uttar Pradesh,Mirzapur,Chunar
Uttar Pradesh,Sonbhadra,Sonbhadra
Uttar Pradesh,Sonbhadra,Ghorawal
Uttar Pradesh,Sonbhadra,Robertsganj
Uttar Pradesh,Sonbhadra,Dudhi
Uttar Pradesh,Etah,Etah
Uttar Pradesh,Etah,Aliganj
Uttar Pradesh,Etah,Jalesar
Uttar Pradesh,Kanshiram Nagar,Kanshiram Nagar
Uttar Pradesh,Kanshiram Nagar,Kasganj
Uttar Pradesh,Kanshiram Nagar,Sahawar
Uttar Pradesh,Kanshiram Nagar,Patiyali
